ID,Name,Exercise type,BodyPart,Equipment,Gender,Target,Synergist
2840,Control Balance,Stretching,"Hips, Thighs, Waist",Body weight,Female,"Erector Spinae, Gluteus Maximus, Hamstrings, Obliques, Rectus Abdominis","Gastrocnemius, Quadriceps, Soleus"
2841,Corkscrew,Stretching,"Hips, Thighs, Waist",Body weight,Female,"Gluteus Medius, Iliopsoas, Obliques, Rectus Abdominis","Adductor Brevis, Adductor Longus, Adductor Magnus, Gracilis, Pectineous, Quadriceps, Sartorius"
2842,Crab,Stretching,Waist,Body weight,Female,"Obliques, Rectus Abdominis","Gluteus Maximus, Latissimus Dorsi, Quadriceps, Teres Major"
2843,Double Leg Stretch,Stretching,"Hips, Thighs, Waist",Body weight,Female,"Obliques, Rectus Abdominis",
2844,Floor Hyperextension (VERSION 2),Stretching,Hips,Body weight,Female,Erector Spinae,"Gluteus Maximus, Hamstrings"
2845,Hip Twist Supported Arms,Stretching,"Hips, Waist",Body weight,Female,"Obliques, Rectus Abdominis",
2846,Hundred,Stretching,"Hips, Thighs, Waist",Body weight,Female,"Obliques, Rectus Abdominis",
2847,JackKnife,Stretching,"Hips, Thighs, Waist",Body weight,Female,"Iliopsoas, Obliques, Rectus Abdominis","Gastrocnemius, Hamstrings, Quadriceps, Sartorius, Soleus"
2848,Leg Pull Side,Stretching,Hips,Body weight,Female,"Adductor Brevis, Adductor Longus, Adductor Magnus, Gluteus Medius, Pectineous","Gracilis, Quadriceps, Tensor Fasciae Latae"
2849,Leg Pull,Stretching,"Back, Hips, Thighs, Waist",Body weight,Female,"Iliopsoas, Obliques, Rectus Abdominis",
2850,Leg Raise (bent knee),Stretching,"Hips, Thighs",Body weight,Female,,
2851,Lying Double Leg Kick,Stretching,"Hips, Thighs",Body weight,Female,"Erector Spinae, Gluteus Maximus, Hamstrings","Deltoid Posterior, Gastrocnemius, Latissimus Dorsi, Obliques, Rectus Abdominis, Soleus, Teres Major, Triceps Brachii"
2852,Lying Leg Lift Side,Stretching,Hips,Body weight,Female,,
2853,Lying Neck Pull,Stretching,Waist,Body weight,Female,,
2854,Lying Single Leg Circle,Stretching,"Hips, Waist",Body weight,Female,,
2855,Lying Single Leg Kick,Stretching,"Hips, Thighs",Body weight,Female,,
2856,Rocker with Open Legs,Stretching,"Hips, Waist",Body weight,Female,,
2857,Rocking,Stretching,"Hips, Waist",Body weight,Female,,
2858,Roll Up (VERSION 2),Stretching,Waist,Body weight,Female,,
2859,Rolling Back,Stretching,Waist,Body weight,Female,,
2860,Rollover,Stretching,"Hips, Waist",Body weight,Female,,
2861,Saw,Stretching,Waist,Body weight,Female,,
2862,Scissors,Stretching,"Hips, Thighs, Waist",Body weight,Female,"Iliopsoas, Obliques, Rectus Abdominis",
2863,Shoulder Bridge,Stretching,"Thighs, Waist",Body weight,Female,,
2864,Side Bend,Stretching,Waist,Body weight,Female,,
2865,Side Kick,Stretching,"Hips, Waist",Body weight,Female,,
2866,Side Twist,Stretching,Waist,Body weight,Female,,
2867,Single Straight Leg Stretch,Stretching,"Hips, Thighs, Waist",Body weight,Female,"Iliopsoas, Rectus Abdominis","Gastrocnemius, Gluteus Maximus, Hamstrings, Obliques, Sartorius, Soleus"
2868,Spine Twist (VERSION 2),Stretching,Waist,Body weight,Female,,
2869,Swan Dive,Stretching,"Hips, Waist",Body weight,Female,,
2870,Swimming,Stretching,"Back, Hips, Thighs",Body weight,Female,,
2871,Teaser,Stretching,"Hips, Thighs, Waist",Body weight,Female,,
2872,Single Leg Stretch (bent knee),Stretching,Thighs,Body weight,Female,"Iliopsoas, Obliques, Rectus Abdominis","Gastrocnemius, Quadriceps, Sartorius, Soleus"
2873,Spine Stretch Forward,Stretching,"Hips, Waist",Body weight,Female,"Erector Spinae, Obliques, Rectus Abdominis",
2874,Leg Pull Front Supported,Stretching,"Hips, Thighs, Waist",Body weight,Female,,
2875,Side Kick Kneeling,Stretching,"Hips, Thighs, Waist",Body weight,Female,,
2876,Boomerang,Stretching,Waist,Body weight,Female,,
2877,Seal,Stretching,Waist,Body weight,Female,,
2878,Prone Press-Swan,Stretching,"Hips, Waist",Body weight,Female,"Erector Spinae, Gluteus Maximus, Hamstrings","Deltoid Anterior, Gastrocnemius, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Triceps Brachii"
2879,Mermaid,Stretching,Waist,Body weight,Female,,
2880,Swimming All Fours,Stretching,Hips,Body weight,Female,,
2881,Push Up (from standing position),Stretching,"Chest, Hips, Waist",Body weight,Female,,
2882,Cable Standing Rear Delt Row (with rope) (female),Strength,Shoulders,Cable,Female,Deltoid Posterior ,"Deltoid Lateral, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
2883,Lever Seated Shoulder Press (female),Strength,Shoulders,Leverage machine,Female,Deltoid Anterior,"Deltoid Lateral, Serratus Anterior, Triceps Brachii"
2884,EZ Barbell Decline Close-grip Face Press (female),Strength,Upper Arms,EZ Barbell,Female,,
2885,Lever T-bar Row (plate loaded) (female),Strength,Back,Leverage machine,Female,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Middle Fibers, Trapezius Upper Fibers ","Brachialis, Brachioradialis, Deltoid Posterior"
2886,Cable Hanging Leg Raise (female),Strength,Waist,Cable,Female,"Iliopsoas, Rectus Abdominis","Obliques, Quadriceps, Sartorius, Tensor Fasciae Latae"
2887,Cable Hanging Leg Raise,Strength,Waist,Cable,Male,"Iliopsoas, Rectus Abdominis","Obliques, Quadriceps, Sartorius, Tensor Fasciae Latae"
2888,Starfish Crunch (beginner) (female),Strength,Waist,Body weight,Female,"Iliopsoas, Obliques, Rectus Abdominis","Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Quadriceps, Sartorius"
2889,Starfish Crunch (advanced) (female),Strength,Waist,Body weight,Female,,
2890,Front Plank to Push up (female),Strength,Waist,Body weight,Female,,
2891,Flutter Kicks (hands under - hips head up) (female),Strength,Hips,Body weight,Female,,
2892,Scissors (beginner) (female),Strength,Hips,Body weight,Female,,
2893,Scissors (advanced) (female),Strength,Waist,Body weight,Female,,
2894,Front Plank with Arm Lift (female),Strength,Waist,Body weight,Female,,
2895,Front Plank with Arm Lift (push-up position) (female),Strength,Waist,Body weight,Female,,
2896,Front Plank with Arm and Leg Lift (female),Strength,Waist,Body weight,Female,"Gluteus Maximus, Rectus Abdominis","Deltoid Anterior, Gastrocnemius, Hamstrings, Latissimus Dorsi, Obliques, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Serratus Anterior, Teres Major"
2897,Front Plank with Arm and Leg Lift (push-up position) (female),Strength,Waist,Body weight,Female,,
2898,Front Plank with Leg Lift (female),Strength,Waist,Body weight,Female,"Gluteus Maximus, Rectus Abdominis","Deltoid Anterior, Gastrocnemius, Hamstrings, Obliques, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Serratus Anterior"
2899,Side Plank (beginner) (female),Strength,Waist,Body weight,Female,Obliques,"Adductor Brevis, Adductor Longus, Adductor Magnus, Gluteus Medius, Gracilis, Pectineous, Tensor Fasciae Latae"
2900,EZ-Barbell Standing Preacher Curl,Strength,Upper Arms,EZ Barbell,Male,Biceps Brachii,"Brachialis, Brachioradialis"
2901,Power Sled Biceps Curl,Strength,Upper Arms,Power Sled,Male,,
2902,Power Sled Rear Lunge Row,Strength,Back,Power Sled,Male,,
2903,Power Sled Rear Lunge,Strength,Hips,Power Sled,Male,,
2904,Power Sled Rear Batwing,Strength,Thighs,Power Sled,Male,,
2905,Power Sled Rear Fly,Strength,Shoulders,Power Sled,Male,,
2906,Power Sled Rear Drag,Strength,Thighs,Power Sled,Male,,
2907,Power Sled Backward Push,Strength,Thighs,Power Sled,Male,,
2908,Power Sled Anti-Rotation Forward Walk,Aerobic,Hips,Power Sled,Male,,
2909,Power Sled High Pull,Strength,Shoulders,Power Sled,Male,,
2910,Dumbbell Suitcase Carry,Strength,Thighs,Dumbbell,Male,,
2911,Dumbbell High Low Carry,Strength,Thighs,Dumbbell,Male,,
2912,Trap Bar Farmers Carry,Strength,Thighs,Trap bar,Male,,
2913,Dumbbell Overhead Carry,Strength,Thighs,Dumbbell,Male,,
2914,Barbell Overhead Carry,Strength,Thighs,Barbell,Male,,
2915,Barbell Zercher Carry,Strength,Thighs,Barbell,Male,,
2916,Kettlebell Goblet Carry,Strength,Thighs,Kettlebell,Male,,
2917,Dumbbell Farmers Carry,Strength,Thighs,Dumbbell,Male,,
2918,Barbell Suitcase Carry,Strength,Thighs,Barbell,Male,,
2919,Smith Hex Press,Strength,Chest,Smith machine,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
2920,Single Leg Bodyweight Deadlift with Arm and Leg Extended (female),Strength,Hips,Body weight,Female,Gluteus Maximus,"Adductor Magnus, Deltoid Anterior, Hamstrings, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Serratus Anterior, Soleus"
2921,Pike Push up,Strength,Chest,Body weight,Male,Deltoid Anterior,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Serratus Anterior, Triceps Brachii"
2922,Bodyweight Standing Biceps Curl,Strength,Upper Arms,Body weight,Male,,
2923,Pulse Row (female),Strength,Back,Body weight,Female,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Middle Fibers, Trapezius Upper Fibers ","Brachialis, Brachioradialis, Deltoid Posterior"
2924,Cable Side Lying Lateral Raise,Strength,Shoulders,Cable,Male,,
2925,Dumbbell Single Leg Step Up,Strength,Thighs,Dumbbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
2926,X Band Side Walk,Aerobic,Thighs,Band,Male,,
2927,Kettlebell Kneeling One Arm Bottoms Up Press,Strength,Shoulders,Kettlebell,Male,,
2928,Barbell Overhead Shrug,Strength,Back,Barbell,Male,Trapezius Upper Fibers ,"Levator Scapulae, Trapezius Middle Fibers"
2929,Kneeling Battling Ropes,Strength,Plyometrics,Rope,Male,,
2930,Resistance Band Pullapart (Supination at 90 Degrees),Strength,Back,Resistance Band,Male,,
2931,Shoulder Flexion Back to Wall,Strength,Back,Body weight,Male,,
2932,Kettlebell Kneeling One Arm Shoulder Press,Strength,Shoulders,Kettlebell,Male,,
2933,Rear Lunge with Battling Ropes,Strength,Plyometrics,Rope,Male,,
2934,Kettlebell Half Kneeling Shoulder Press,Strength,Shoulders,Kettlebell,Male,,
2935,Half Kneeling PVC Pec Mobilization Stretch,Stretching,Chest,Stick,Male,,
2936,Rocking Ankle Stretch,Stretching,Calves,Body weight,Male,,
2937,Stability Ball Rounded Rollout (female),Strength,Waist,Stability ball,Female,"Iliopsoas, Rectus Abdominis","Adductor Brevis, Adductor Longus, Deltoid Posterior, Pectineous, Pectoralis Major Sternal Head, Sartorius, Tensor Fasciae Latae, Teres Major"
2938,Band Upper Body Resistance Dead Bug,Strength,Waist,Band,Male,,
2939,Kettlebell Around Head Rotation,Strength,Shoulders,Kettlebell,Male,"Deltoid Anterior, Deltoid Lateral, Deltoid Posterior ","Infraspinatus, Pectoralis Major Clavicular Head, Serratus Anterior, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers, Trapezius Upper Fibers"
2940,Prone Single Arm Trap Raise,Strength,Back,Body weight,Male,,
2941,Forearm Wall Slide,Strength,Back,Body weight,Male,,
2942,Kettlebell Angled Press,Strength,Back,Kettlebell,Male,"Deltoid Anterior, Serratus Anterior, Trapezius Upper Fibers ","Pectoralis Major Clavicular Head, Triceps Brachii"
2943,Resistance Band Spider Crawls,Strength,Back,Resistance Band,Male,,
2944,Seal Push up,Stretching,Back,Body weight,Male,,
2945,Scapular Slide Back to Wall,Strength,Back,Body weight,Male,"Serratus Anterior, Trapezius Upper Fibers ",Deltoid Posterior
2946,Single Arm Scapula Push up,Strength,Back,Body weight,Male,,
2947,Roll Anterior Calf Foam Rolling,Stretching,Calves,Roll,Male,,
2948,Roll Pec Foam Rolling,Stretching,Chest,Roll,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",
2949,Roll Lat Foam Rolling,Stretching,Back,Roll,Male,Latissimus Dorsi,
2950,Lever Belt Squat,Strength,Thighs,Leverage machine,Male,,
2951,Lever Horizontal Leg Press,Strength,Thighs,Leverage machine,Male,,
2952,Smith kneeling rear kick (with Partner),Strength,Hips,Smith machine,Female,,
2953,Cable Standing Reverse Grip Curl (Straight bar) (female),Strength,Forearms,Cable,Female,Brachioradialis,"Biceps Brachii, Brachialis"
2954,Cable Standing Reverse Grip Curl (Straight bar),Strength,Forearms,Cable,Female,Brachioradialis,"Biceps Brachii, Brachialis"
2955,Dumbbell Goblet Split Squat Front Foot Elevanted (female),Strength,Thighs,Dumbbell,Female,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
2956,Dumbbell Goblet Split Squat Front Foot Elevanted,Strength,Thighs,Dumbbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
2957,Dumbbell Split Squat Front Foot Elevanted,Strength,Thighs,Dumbbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
2958,Dumbbell Split Squat Front Foot Elevanted (female),Strength,Thighs,Dumbbell,Female,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
2959,Dumbbell Split Squat (female),Strength,Thighs,Dumbbell,Female,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
2960,Dumbbell Split Squat,Strength,Thighs,Dumbbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
2961,Plank Push-Up Row,,"Back, Chest",Dumbbell,Male,,
2962,Lever Seated Hammer grip Shoulder Press,Strength,Shoulders,Leverage machine,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Sternal Head, Serratus Anterior, Triceps Brachii"
2963,Captains Chair Straight Leg Raise,Strength,Waist,Body weight,Male,"Iliopsoas, Rectus Abdominis","Obliques, Quadriceps, Sartorius"
2964,Barbell Glute Bridge (hands on bar),Strength,Hips,Barbell,Male,,
2965,Barbell Glute Bridge (hands on bar) (female),Strength,Hips,Barbell,Female,Gluteus Maximus,"Hamstrings, Quadriceps"
2966,Dumbbell Front Squat,Strength,"Hips, Thighs",Dumbbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
2967,Dumbbell Front Squat (female),Strength,"Hips, Thighs",Dumbbell,Female,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
2968,Dumbbell Thruster,Strength,"Hips, Shoulders, Thighs",Dumbbell,Male,"Deltoid Anterior, Gluteus Maximus, Quadriceps","Adductor Magnus, Deltoid Lateral, Pectoralis Major Clavicular Head, Soleus, Triceps Brachii"
2969,Dumbbell Thruster (female),Strength,"Hips, Shoulders, Thighs",Dumbbell,Female,,
2970,Band Thruster,Strength,"Hips, Shoulders, Thighs",Band,Male,,
2971,Band Thruster (female),Strength,"Hips, Shoulders, Thighs",Band,Female,,
2972,Side Lunge,Strength,"Hips, Thighs",Body weight,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Gluteus Medius, Soleus, Tensor Fasciae Latae"
2973,Side Lunge (female),Strength,"Hips, Thighs",Body weight,Female,"Gluteus Maximus, Quadriceps","Adductor Magnus, Gluteus Medius, Soleus, Tensor Fasciae Latae"
2974,Lever One Arm Chest Press (plate loaded),Strength,Chest,Leverage machine,Male,,
2975,Lever One Arm Chest Press (plate loaded) (female),Strength,Chest,Leverage machine,Female,,
2976,Landmine Squat and Press,Strength,"Shoulders, Thighs",Leverage machine,Male,"Deltoid Anterior, Gluteus Maximus, Quadriceps",
2977,Landmine Squat and Press (female),Strength,"Hips, Shoulders, Thighs",Leverage machine,Female,,
2978,Elbow Up and Down Dynamic Plank,Strength,"Chest, Upper Arms",Body weight,Male,"Rectus Abdominis, Triceps Brachii","Deltoid Anterior, Iliopsoas, Obliques, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Tensor Fasciae Latae"
2979,Elbow Up and Down Dynamic Plank (female),Strength,"Chest, Upper Arms",Body weight,Female,"Rectus Abdominis, Triceps Brachii","Deltoid Anterior, Iliopsoas, Obliques, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Tensor Fasciae Latae"
2980,Dumbbell Renegade Row,Strength,"Back, Waist",Dumbbell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
2981,Dumbbell Renegade Row (female),Strength,"Back, Waist",Dumbbell,Female,,
2982,Dumbbell Alternating Floor Press,Strength,Chest,Dumbbell,Male,,
2983,Dumbbell Alternating Floor Press (female),Strength,Chest,Dumbbell,Female,,
2984,Pistol Squat to Box,Strength,Thighs,Body weight,Male,,
2985,Pistol Squat to Box (female),Strength,Thighs,Body weight,Female,,
2986,Weighted Hammer Grip Pull-up on Dip Cage,Strength,Back,Weighted,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head, Teres Major, Trapezius Lower Fibers, Trapezius Middle Fibers"
2987,Weighted Close Grip Chin-up on Dip Cage,Strength,Back,Weighted,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head, Teres Major, Trapezius Lower Fibers, Trapezius Middle Fibers"
2988,Squat mobility (female),Strength,Thighs,Barbell,Female,"Gluteus Maximus, Quadriceps","Adductor Magnus, Gastrocnemius, Soleus"
2989,Squat mobility Complex,Stretching,Thighs,Body weight,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Gastrocnemius, Hamstrings, Sartorius, Soleus"
2990,Barbell Walk Calves Activation,Aerobic,Thighs,Barbell,Male,"Gluteus Maximus, Quadriceps","Gastrocnemius, Sartorius, Soleus"
2991,Rollball Seated Single Leg Shoulder Flexor Depresor Retractor,Stretching,Chest,Rollball,Male,,
2992,Calf self massage with barbell (female),Stretching,Calves,Barbell,Female,"Gastrocnemius, Hamstrings, Soleus, Tibialis Anterior",
2993,Kettlebell Goblet Squat Mobility,Strength,Thighs,Kettlebell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Gastrocnemius, Soleus"
2994,Self Anterior Calf Foam Rolling,Stretching,Calves,Roll,Female,Tibialis Anterior,
2995,Band Single Arm Shoulder Press (female),Strength,Shoulders,Band,Female,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior, Triceps Brachii"
2996,Band Single Arm Shoulder Press,Strength,Shoulders,Band,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior, Triceps Brachii"
2997,Band Assisted Pull-Up (VERSION 3),Strength,Back,Band,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Levator Scapulae, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
2998,Seated Ankle Stretch,Stretching,Calves,Body weight,Male,Tibialis Anterior,
2999,Resistance Band Standing Back Achilles Stretch,Stretching,Calves,Resistance Band,Male,"Gastrocnemius, Soleus, Tibialis Anterior",
3000,Resistance Band Standing Forward Achilles Stretch,Stretching,Calves,Resistance Band,Male,"Gastrocnemius, Soleus",
3001,Squats - Knee Position,Strength,Thighs,Body weight,Male,,
3002,Single Arm Push-up (on knees),Strength,Chest,Body weight,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
3003,Briskly Walking (female),Aerobic,Cardio,Body weight,Female,,
3004,Briskly Walking,Aerobic,Cardio,Body weight,Male,,
3005,Resistance Band Seated Hip Abduction (female),Strength,Hips,Resistance Band,Female,Gluteus Medius,Tensor Fasciae Latae
3006,Resistance Band Seated Hip Abduction,Strength,Hips,Resistance Band,Male,Gluteus Medius,Tensor Fasciae Latae
3007,Resistance Band Leg Extension,Strength,Thighs,Resistance Band,Male,Quadriceps,Sartorius
3008,Resistance Band Leg Extension (female),Strength,Thighs,Resistance Band,Female,Quadriceps,Sartorius
3009,Stair Up (female),Strength,Thighs,Body weight,Female,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
3010,EZ Bar Lying Bent Arms Pullover,Strength,Back,EZ Barbell,Male,Latissimus Dorsi,"Deltoid Posterior, Pectoralis Major Sternal Head, Teres Major, Triceps Brachii"
3011,Incline Scapula Push up,Strength,Chest,Body weight,Male,Serratus Anterior,
3012,Scapula Dips,Strength,Back,Body weight,Male,Levator Scapulae,"Serratus Anterior, Trapezius Upper Fibers"
3013,Low Glute Bridge on floor,Strength,Hips,Body weight,Male,Gluteus Maximus,
3014,Low Glute Bridge on floor (female),Strength,Hips,Body weight,Female,Gluteus Maximus,
3015,Curl-up (female),Strength,Waist,Body weight,Female,Rectus Abdominis,Obliques
3016,Curl-up,Strength,Waist,Body weight,Male,Rectus Abdominis,Obliques
3017,Barbell Pendlay Row,Strength,Back,Barbell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
3018,Standing Calf Raise (female),Strength,Calves,Body weight,Female,Gastrocnemius,Soleus
3019,Bench Pull-ups,Strength,Back,Body weight,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
3020,Bench Pull-ups (female),Strength,Back,Body weight,Female,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
3021,Scapula Push-up,Strength,Chest,Body weight,Male,Serratus Anterior,Trapezius Middle Fibers
3022,Band Lying Hip External Rotation (female),Strength,Hips,Body weight,Female,,
3023,Band Lying Hip Internal Rotation (female),Strength,Hips,Band,Female,,
3024,Band pull through (female),Strength,Hips,Band,Female,Gluteus Maximus,Hamstrings
3025,Barbell Bench Front Squat (female),Strength,"Hips, Thighs",Barbell,Female,,
3026,Barbell Decline Close Grip To Skull Press (female),Strength,Upper Arms,Barbell,Female,,
3027,Barbell Drag Curl (female),Strength,"Shoulders, Upper Arms",Barbell,Female,"Biceps Brachii, Deltoid Anterior","Brachialis, Brachioradialis"
3028,Barbell JM Bench Press (female),Strength,Upper Arms,Barbell,Female,,
3029,Barbell Reverse Wrist Curl (female),Strength,Forearms,Barbell,Female,Wrist Extensors,
3030,Barbell Split Squat,Strength,"Hips, Thighs",Barbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
3031,Barbell Standing Close Grip Military Press (female),Strength,Shoulders,Barbell,Female,,
3032,Barbell Standing Wide Military Press (female),Strength,Shoulders,Barbell,Female,,
3033,Barbell Wrist Curl (female),Strength,Forearms,Barbell,Female,Wrist Flexors,
3034,Bent Leg Kickback (kneeling) (male),Strength,Hips,Body weight,Male,Gluteus Maximus,
3035,Bent Leg Side Kick (kneeling) (male),Strength,Hips,Body weight,Male,Gluteus Medius,Tensor Fasciae Latae
3036,Bodyweight Kneeling Triceps Extension (female),Strength,Upper Arms,Body weight,Female,Triceps Brachii,
3037,Butt Kicks (male),Aerobic,Cardio,Body weight,Male,,
3038,Cable Alternate Shoulder Press (female),Strength,Shoulders,Cable,Female,,
3039,Cable Alternate Triceps Extension (female),Strength,Upper Arms,Cable,Female,,
3040,Cable Bar High Pulley Overhead Tricep Extension (female),Strength,Upper Arms,Cable,Female,,
3041,Cable Close Grip Curl (female),Strength,Upper Arms,Cable,Female,,
3042,Cable Concentration Curl (female),Strength,Upper Arms,Cable,Female,,
3043,Cable Concentration Extension (on knee) (female),Strength,Upper Arms,Cable,Female,,
3044,Cable Cross over Lateral Pulldown (female),Strength,Back,Cable,Female,,
3045,Cable Deadlift (female),Strength,"Hips, Thighs",Cable,Female,,
3046,Cable Decline Press (female),Strength,Chest,Cable,Female,,
3047,Cable High Pulley Overhead Tricep Extension (female),Strength,Upper Arms,Cable,Female,Triceps Brachii,
3048,Cable hip abduction (version 2) (male),Strength,Hips,Cable,Male,Gluteus Medius,Tensor Fasciae Latae
3049,Cable Incline Bench Press (female),Strength,Chest,Cable,Female,Pectoralis Major Clavicular Head,"Deltoid Anterior, Triceps Brachii"
3050,Cable Incline Fly (female),Strength,Chest,Cable,Female,Pectoralis Major Clavicular Head,"Biceps Brachii, Deltoid Anterior"
3051,Cable Incline Pushdown (female),Strength,Back,Cable,Female,Latissimus Dorsi,"Deltoid Posterior, Pectoralis Major Sternal Head, Teres Major"
3052,Cable Incline Triceps Extension (female),Strength,Upper Arms,Cable,Female,Triceps Brachii,
3053,Cable Judo Flip (female),Strength,Waist,Cable,Female,,
3054,Cable Lateral Raise (female),Strength,Shoulders,Cable,Female,Deltoid Lateral,"Deltoid Anterior, Serratus Anterior"
3055,Cable Lying Bicep Curl (female),Strength,Upper Arms,Cable,Female,,
3056,Cable Lying Extension Pullover (with rope attachment) (female),Strength,Back,Cable,Female,,
3057,Cable Pulldown Bicep Curl (female),Strength,Upper Arms,Cable,Female,,
3058,Cable Rear Delt Row (stirrups) (female),Strength,Shoulders,Cable,Female,,
3059,Cable Rear Drive (female),Strength,Upper Arms,Cable,Female,,
3060,Cable Russian Twists (on stability ball) (female),Strength,Waist,"Cable, Stability ball",Female,,
3061,Cable Seated Chest Press (female),Strength,Chest,Cable,Female,,
3062,Cable Seated Curl (female),Strength,Upper Arms,Cable,Female,,
3063,Cable Seated High Row (V bar) (female),Strength,Back,Cable,Female,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Middle Fibers, Trapezius Upper Fibers ","Brachialis, Brachioradialis, Deltoid Posterior"
3064,Cable Seated One Arm Concentration Curl (female),Strength,Upper Arms,Cable,Female,,
3065,Cable Seated Overhead Curl (female),Strength,Upper Arms,Cable,Female,,
3066,Cable Shoulder Press (female),Strength,Shoulders,Cable,Female,,
3067,Cable Squatting Curl (female),Strength,Upper Arms,Cable,Female,,
3068,Cable Standing Biceps Curl (with rope) (female),Strength,Upper Arms,Cable,Female,,
3069,Cable Straight Back Seated Row (female),Strength,Back,Cable,Female,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Middle Fibers, Trapezius Upper Fibers ","Brachialis, Brachioradialis, Deltoid Posterior"
3070,Cable Two Arm Tricep Kickback (female),Strength,Upper Arms,Cable,Female,,
3071,Dead Bug (female),Strength,"Hips, Thighs, Waist",Body weight,Female,Rectus Abdominis,"Gluteus Maximus, Quadriceps"
3072,Decline Bent Leg Reverse Crunch (female),Strength,Waist,Body weight,Female,Rectus Abdominis,Obliques
3073,Dumbbell Alternate Shoulder Press (female),Strength,Shoulders,Dumbbell,Female,Deltoid Anterior,"Deltoid Lateral, Serratus Anterior, Triceps Brachii"
3074,Dumbbell Biceps Curl (with arm blaster) (female),Strength,Upper Arms,Dumbbell,Female,,
3075,Dumbbell Close grip Press (female),Strength,Chest,Dumbbell,Female,,
3076,Dumbbell finger curls (female),Strength,Forearms,Dumbbell,Female,,
3077,Dumbbell Hammer Curls (with arm blaster) (female),Strength,Forearms,Dumbbell,Female,,
3078,Dumbbell Incline Two Arm Extension (female),Strength,Upper Arms,Dumbbell,Female,Triceps Brachii,
3079,Dumbbell lying external shoulder rotation (female),Strength,Back,Dumbbell,Female,,
3080,Dumbbell Lying Single Extension (female),Strength,Upper Arms,Dumbbell,Female,,
3081,Dumbbell Press on Exercise Ball (female),Strength,Chest,"Dumbbell, Stability ball",Female,,
3082,Dumbbell Seated Calf Raise (female),Strength,Calves,Dumbbell,Female,Gastrocnemius,Soleus
