ID,Name,Exercise type,BodyPart,Equipment,Gender,Target,Synergist
0189,Cable One Arm Bent over Row,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
0190,Cable One Arm Curl,Strength,Upper Arms,Cable,Male,Biceps Brachii,"Brachialis, Brachioradialis"
0191,Cable One Arm Lateral Bent-over,Strength,Chest,Cable,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Latissimus Dorsi, Levator Scapulae, Pectoralis Major Clavicular Head"
0192,Cable One Arm Lateral Raise,Strength,Shoulders,Cable,Male,Deltoid Lateral,"Deltoid Anterior, Serratus Anterior"
0193,Cable One Arm Straight Back High Row (kneeling),Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
0194,Cable Overhead Triceps Extension (rope attachment),Strength,Upper Arms,Cable,Male,Triceps Brachii,
0195,Cable Preacher Curl,Strength,Upper Arms,Cable,Male,Brachialis,"Biceps Brachii, Brachioradialis"
0196,Cable Pull Through (with rope),Strength,Hips,Cable,Male,Gluteus Maximus,"Erector Spinae, Hamstrings"
0197,Cable Wide Pulldown,Strength,Back,Cable,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
0198,Cable Pulldown,Strength,Back,Cable,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
0199,Cable Pushdown (straight arm) (version 2),Strength,Back,Cable,Male,Latissimus Dorsi,"Deltoid Posterior, Pectoralis Major Sternal Head, Teres Major, Triceps Brachii"
0200,Cable Pushdown (with rope attachment),Strength,Upper Arms,Cable,Male,Triceps Brachii,
0201,Cable Pushdown,Strength,Upper Arms,Cable,Male,Triceps Brachii,
0202,Cable Rear Delt Row (stirrups),Strength,Shoulders,Cable,Male,Deltoid Posterior ,"Brachialis, Brachioradialis, Deltoid Lateral, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
0203,Cable Rear Delt Row (with rope),Strength,Shoulders,Cable,Male,Deltoid Posterior ,"Brachialis, Brachioradialis, Deltoid Lateral, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
0204,Cable Rear Drive,Strength,Upper Arms,Cable,Male,Triceps Brachii,"Deltoid Posterior, Teres Major"
0205,Cable Rear Pulldown,Strength,Back,Cable,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Pectoralis Major Sternal Head, Teres Major, Trapezius Lower Fibers"
0206,Cable Reverse Curl,Strength,Forearms,Cable,Female,Brachioradialis,"Biceps Brachii, Brachialis"
0207,Cable Reverse-grip Pushdown,Strength,Upper Arms,Cable,Male,Triceps Brachii,
0208,Cable Reverse-grip Straight Back Seated High Row,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
0209,Cable Reverse Preacher Curl,Strength,Forearms,Cable,Male,Brachioradialis,"Biceps Brachii, Brachialis"
0210,Cable Reverse Wrist Curl,Strength,Forearms,Cable,Male,Wrist Extensors,
0211,Cable Russian Twists (on stability ball),Strength,Waist,Cable,Male,Obliques,
0212,Cable Seated Crunch,Strength,Waist,Cable,Male,Rectus Abdominis,Obliques
0213,Cable Seated High Row (V-bar),Strength,Back,Cable,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head, Teres Major, Trapezius Lower Fibers, Trapezius Middle Fibers"
0214,Cable Seated One Arm Alternate Row,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
0215,Cable Seated Rear Lateral Raise,Strength,Shoulders,Cable,Male,Deltoid Posterior ,"Deltoid Lateral, Trapezius Lower Fibers, Trapezius Middle Fibers"
0216,Cable Seated Shoulder Internal Rotation,Strength,Back,Cable,Male,"Teres Major, Teres Minor ","Deltoid Anterior, Latissimus Dorsi, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head"
0217,Cable Seated Supine-grip Row,Strength,Back,Cable,Female,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior"
0218,Cable Seated Wide-grip Row,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
0219,Cable Shoulder Press,Strength,Shoulders,Cable,Male,Deltoid Anterior,"Deltoid Lateral, Serratus Anterior, Triceps Brachii"
0220,Cable Shrug,Strength,Back,Cable,Male,Trapezius Upper Fibers ,Trapezius Middle Fibers
0221,Cable Side Bend Crunch (bosu ball),Strength,Waist,Cable,Male,Obliques,Rectus Abdominis
0222,Cable Side Bend,Strength,Waist,Cable,Male,Obliques,
0223,Cable Side Crunch,Strength,Waist,Cable,Male,Obliques,
0224,Cable Standing Back Wrist Curl,Strength,Forearms,Cable,Male,Wrist Flexors,
0225,Cable Standing Cross-over High Reverse Fly,Strength,Shoulders,Cable,Male,Deltoid Posterior ,"Deltoid Lateral, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
0226,Cable Standing Crunch,Strength,Waist,Cable,Male,Rectus Abdominis,Obliques
0227,Cable Standing Fly,Strength,Chest,Cable,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head"
0228,Cable Standing Hip Extension,Strength,Hips,Cable,Male,Gluteus Maximus,Hamstrings
0229,Cable Standing Inner Curl,Strength,Upper Arms,Cable,Male,Biceps Brachii,Brachialis
0230,Cable Standing Lift,Strength,Waist,Cable,Male,Obliques,"Deltoid Posterior, Latissimus Dorsi, Serratus Anterior, Teres Major"
0231,Cable Standing One Arm Triceps Extension,Strength,Upper Arms,Cable,Male,Triceps Brachii,
0232,Cable Standing Pulldown (with rope),Strength,Forearms,Cable,Male,Brachioradialis,"Biceps Brachii, Brachialis"
0233,Cable Standing Rear Delt Row (with rope),Strength,Shoulders,Cable,Male,Deltoid Posterior ,"Brachialis, Brachioradialis, Deltoid Lateral, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
0234,Cable Standing Row (V-bar),Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
0235,Cable Standing Shoulder External Rotation,Strength,Back,Cable,Male,"Teres Major, Teres Minor ",Deltoid Posterior
0236,Cable Standing Twist Row (V-bar),Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Obliques, Pectoralis Major Sternal Head"
0237,Cable Straight Arm Pulldown (with rope),Strength,Back,Cable,Male,Latissimus Dorsi,"Deltoid Posterior, Teres Major, Triceps Brachii"
0238,Cable Straight Arm Pulldown,Strength,Back,Cable,Male,Latissimus Dorsi,"Deltoid Posterior, Teres Major, Triceps Brachii"
0239,Cable Straight Back Seated Row,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
0240,Cable Supine Reverse Fly,Strength,Shoulders,Cable,Male,Deltoid Posterior ,"Deltoid Lateral, Teres Major, Trapezius Lower Fibers, Trapezius Middle Fibers"
0241,Cable Triceps Pushdown (V-bar),Strength,Upper Arms,Cable,Male,Triceps Brachii,
0242,Cable Tuck Reverse Crunch,Strength,Waist,Cable,Male,"Iliopsoas, Rectus Abdominis","Gluteus Maximus, Obliques, Quadriceps"
0243,Cable Twist,Strength,Waist,Cable,Male,Obliques,"Iliopsoas, Tensor Fasciae Latae"
0244,Cable Twisting Pull,Strength,Back,Cable,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Obliques, Pectoralis Major Sternal Head, Teres Major, Teres Minor"
0245,Cable Underhand Pulldown,Strength,Back,Cable,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Teres Major, Trapezius Lower Fibers, Trapezius Middle Fibers"
0246,Cable Upright Row,Strength,Shoulders,Cable,Male,Deltoid Lateral,"Brachialis, Brachioradialis, Deltoid Anterior, Infraspinatus, Serratus Anterior, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
0247,Cable Wrist Curl,Strength,Forearms,Cable,Male,Wrist Flexors,
0248,Cambered Bar Lying Row,Strength,Back,Barbell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
0249,Cat Stretch,Stretching,Waist,Body weight,Female,Erector Spinae,
0250,Ceiling Look Stretch,Stretching,Thighs,Body weight,Female,Quadriceps,
0251,Chest Dip,Strength,Chest,Body weight,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Latissimus Dorsi, Levator Scapulae, Pectoralis Major Clavicular Head, Triceps Brachii"
0252,Chin-to-chest Stretch,Stretching,Waist,Body weight,Female,Rectus Abdominis,
0253,Chin-ups (narrow parallel grip),Strength,Back,Body weight,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
0254,Circles Arm,Strength,Shoulders,Body weight,Female,"Deltoid Anterior, Deltoid Lateral, Deltoid Posterior ",
0255,Circles Ball (wall),Strength,Shoulders,Stability ball,Female,"Deltoid Posterior , Teres Major, Teres Minor ",
0256,Circles Elbow Arm,Strength,Shoulders,Body weight,Female,"Deltoid Anterior, Deltoid Lateral, Deltoid Posterior ",
0257,Circles Knee Stretch,Stretching,Calves,Body weight,Male,"Gastrocnemius, Soleus, Tibialis Anterior",Quadriceps
0258,Clock Push-Up,Strength,Chest,Body weight,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
0259,Close-grip Push-up,Strength,Upper Arms,Body weight,Male,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head"
0260,Cocoons,Strength,Waist,Body weight,Male,"Iliopsoas, Rectus Abdominis","Gluteus Maximus, Quadriceps"
0261,Corkscrew Push-up,Strength,Waist,Body weight,Female,"Obliques, Pectoralis Major Sternal Head","Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
0262,Cross Body Crunch,Strength,Waist,Body weight,Male,"Obliques, Rectus Abdominis","Gluteus Maximus, Quadriceps"
0263,Cross Body Twisting Crunch,Strength,Waist,Body weight,Female,"Obliques, Rectus Abdominis","Gluteus Maximus, Quadriceps"
0264,Cross Jacks,Aerobic,Cardio,Body weight,Female,,
0265,Crossover Kneeling Hip Flexor Stretch,Stretching,Hips,Body weight,Female,Gluteus Maximus,
0266,Crunch (arms straight),Strength,Waist,Body weight,Female,Rectus Abdominis,Obliques
0267,Crunch (hands overhead),Strength,Waist,Body weight,Male,Rectus Abdominis,Obliques
0268,Crunch (leg raise),Strength,Waist,Body weight,Female,Rectus Abdominis,"Gluteus Maximus, Obliques, Quadriceps"
0269,Crunch (legs on stability ball),Strength,Waist,Stability ball,Female,Rectus Abdominis,Obliques
0270,Crunch (on bench),Strength,Waist,Body weight,Female,Rectus Abdominis,Obliques
0271,Crunch (on stability ball),Strength,Waist,Stability ball,Male,Rectus Abdominis,Obliques
0272,"Crunch (on stability ball, arms straight)",Strength,Waist,Stability ball,Female,Rectus Abdominis,Obliques
0273,Crunch (straight leg-up),Strength,Waist,Body weight,Female,Rectus Abdominis,"Iliopsoas, Obliques"
0274,Crunch Floor,Strength,Waist,Body weight,Male,Rectus Abdominis,Obliques
0275,Crunch Floor,Strength,Waist,Body weight,Female,Rectus Abdominis,Obliques
0276,Dead Bug,Strength,Waist,Body weight,Male,Rectus Abdominis,"Gluteus Maximus, Quadriceps"
0277,Decline Crunch,Strength,Waist,Body weight,Male,Rectus Abdominis,Obliques
0278,Decline Push-up (on stability ball),Strength,Chest,Stability ball,Female,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii"
0279,Decline Push-Up,Strength,Chest,Body weight,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii"
0280,Decline Push-Up,Strength,Chest,Body weight,Female,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii"
0281,Decline Sit-up (arms straight),Strength,Waist,Body weight,Female,Rectus Abdominis,"Obliques, Quadriceps, Sartorius, Tensor Fasciae Latae"
0282,Decline Sit-up,Strength,Hips,Body weight,Male,Iliopsoas,"Quadriceps, Tensor Fasciae Latae"
0283,Diamond Push-up,Strength,Upper Arms,Body weight,Male,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head"
0284,Donkey Calf Raise,Strength,Calves,Body weight,Male,Gastrocnemius,Soleus
0285,Dumbbell Alternate Biceps Curl,Strength,Upper Arms,Dumbbell,Male,Biceps Brachii,"Brachialis, Brachioradialis"
0286,Dumbbell Alternate Side Press,Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,"Deltoid Lateral, Triceps Brachii"
0287,Dumbbell Arnold Press (version 2),Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,"Deltoid Lateral, Serratus Anterior, Triceps Brachii"
0288,Dumbbell Around Pullover,Strength,Chest,Dumbbell,Male,Pectoralis Major Sternal Head,"Latissimus Dorsi, Teres Major"
0289,Dumbbell Bench Press,Strength,Chest,Dumbbell,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii"
0290,Dumbbell Bench Seated Press,Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior"
0291,Dumbbell Bench Squat,Strength,Thighs,Dumbbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
0292,Dumbbell One Arm Bent-over Row,Strength,Back,Dumbbell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
0293,Dumbbell Bent Over Row,Strength,Back,Dumbbell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
0294,Dumbbell Biceps Curl,Strength,Upper Arms,Dumbbell,Male,Biceps Brachii,"Brachialis, Brachioradialis"
0295,Dumbbell Clean,Strength,Thighs,Dumbbell,Male,"Deltoid Anterior, Gluteus Maximus, Quadriceps",
0296,Dumbbell Close-grip Press,Strength,Upper Arms,Dumbbell,Male,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Sternal Head"
0297,Dumbbell Concentration Curl,Strength,Upper Arms,Dumbbell,Male,Brachialis,"Biceps Brachii, Brachioradialis"
0298,Dumbbell Cross Body Hammer Curl,Strength,Forearms,Dumbbell,Male,Brachioradialis,"Biceps Brachii, Brachialis"
0299,Dumbbell Cuban Press,Strength,Shoulders,Dumbbell,Male,"Deltoid Lateral, Deltoid Posterior ","Pectoralis Major Clavicular Head, Serratus Anterior, Teres Major"
0300,Dumbbell Deadlift,Strength,Back,Dumbbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
0301,Dumbbell Decline Bench Press,Strength,Chest,Dumbbell,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
0302,Dumbbell Decline Fly,Strength,Chest,Dumbbell,Male,Pectoralis Major Sternal Head,"Biceps Brachii, Deltoid Anterior, Pectoralis Major Clavicular Head"
0303,Dumbbell Decline Hammer Press,Strength,Chest,Dumbbell,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
0304,Dumbbell Decline Shrug (version 2),Strength,Back,Dumbbell,Male,Trapezius Upper Fibers ,Trapezius Middle Fibers
0305,Dumbbell Decline Shrug,Strength,Back,Dumbbell,Male,Trapezius Upper Fibers ,Levator Scapulae
0306,Dumbbell Decline Triceps Extension,Strength,Upper Arms,Dumbbell,Male,Triceps Brachii,
0307,Dumbbell Decline Twist Fly,Strength,Chest,Dumbbell,Male,Pectoralis Major Sternal Head,"Biceps Brachii, Deltoid Anterior, Pectoralis Major Clavicular Head"
0308,Dumbbell Fly,Strength,Chest,Dumbbell,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Biceps Brachii, Deltoid Anterior"
0309,Dumbbell Front Raise (version 2),Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior"
0310,Dumbbell Front Raise,Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior"
0311,Dumbbell Full Can Lateral Raise,Strength,Shoulders,Dumbbell,Male,"Deltoid Anterior, Deltoid Lateral",Serratus Anterior
0312,Dumbbell Hammer Curl (version 2),Strength,Upper Arms,Dumbbell,Male,Brachioradialis,"Biceps Brachii, Brachialis"
0313,Dumbbell Hammer Curl,Strength,Upper Arms,Dumbbell,Male,Brachioradialis,"Biceps Brachii, Brachialis"
0314,Dumbbell Incline Bench Press,Strength,Chest,Dumbbell,Male,Pectoralis Major Clavicular Head,"Deltoid Anterior, Triceps Brachii"
0315,Dumbbell Incline Biceps Curl,Strength,Upper Arms,Dumbbell,Male,Biceps Brachii,"Brachialis, Brachioradialis"
0316,Dumbbell Incline Breeding,Strength,Chest,Dumbbell,Male,Pectoralis Major Clavicular Head,"Biceps Brachii, Brachialis, Deltoid Anterior"
0317,Dumbbell Incline Curl (version 2),Strength,Upper Arms,Dumbbell,Male,Brachialis,"Biceps Brachii, Brachioradialis"
0318,Dumbbell Incline Curl,Strength,Upper Arms,Dumbbell,Male,Biceps Brachii,"Brachialis, Brachioradialis"
0319,Dumbbell Incline Fly,Strength,Chest,Dumbbell,Male,Pectoralis Major Clavicular Head,"Biceps Brachii, Deltoid Anterior"
0320,Dumbbell Incline Hammer Curl,Strength,Upper Arms,Dumbbell,Male,Biceps Brachii,"Brachialis, Brachioradialis"
0321,Dumbbell Incline Hammer Press,Strength,Chest,Dumbbell,Male,Pectoralis Major Clavicular Head,"Deltoid Anterior, Triceps Brachii"
0322,Dumbbell Incline Inner Biceps Curl,Strength,Upper Arms,Dumbbell,Male,Biceps Brachii,"Brachialis, Brachioradialis"
0323,Dumbbell Incline One Arm Lateral Raise,Strength,Shoulders,Dumbbell,Male,Deltoid Lateral,"Deltoid Anterior, Serratus Anterior, Trapezius Upper Fibers"
0324,Dumbbell Incline Palm-in Press,Strength,Chest,Dumbbell,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii"
0325,Dumbbell Incline Raise,Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior"
0326,Dumbbell Incline Rear Lateral Raise,Strength,Shoulders,Dumbbell,Male,"Deltoid Lateral, Deltoid Posterior ","Deltoid Anterior, Trapezius Lower Fibers, Trapezius Middle Fibers"
0327,Dumbbell Incline Row,Strength,Back,Dumbbell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Pectoralis Major Sternal Head"
0328,Dumbbell Incline Shoulder Raise,Strength,Chest,Dumbbell,Male,Serratus Anterior,Pectoralis Major Clavicular Head
0329,Dumbbell Incline Shrug,Strength,Back,Dumbbell,Male,Trapezius Upper Fibers ,Levator Scapulae
0330,Dumbbell Incline Triceps Extension,Strength,Upper Arms,Dumbbell,Male,Triceps Brachii,
0331,Dumbbell Incline Twisted Flyes,Strength,Chest,Dumbbell,Male,Pectoralis Major Clavicular Head,"Biceps Brachii, Deltoid Anterior"
0332,Dumbbell Iron Cross,Strength,Shoulders,Dumbbell,Male,"Deltoid Lateral, Deltoid Posterior , Gluteus Maximus, Quadriceps","Adductor Magnus, Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Soleus"
